Trial,FailNode,Epoch1_ms,NVMe_ms,PFS_ms,Speedup_pct,Moved,A,B,C
1,NodeB,778,212,593,64.2496,202,116,85,107
2,NodeB,576,63,176,64.2045,202,116,85,107
3,NodeB,766,182,137,-32.8467,202,116,85,107
4,NodeB,712,120,217,44.7005,202,116,85,107
5,NodeB,746,424,517,17.9884,202,116,85,107
6,NodeB,426,53,299,82.2742,202,116,85,107
7,NodeB,989,76,425,82.1176,202,116,85,107
8,NodeB,273,38,309,87.7023,202,116,85,107
9,NodeB,928,96,264,63.6364,202,116,85,107
10,NodeB,325,82,195,57.9487,202,116,85,107
